D:\Simulator_Data\IMG\center_2019_03_29_23_51_44_632.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_44_632.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_44_632.jpg, -0.2854983, 1, 0, 8.846994
D:\Simulator_Data\IMG\center_2019_03_29_23_51_44_733.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_44_733.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_44_733.jpg, 0, 1, 0, 9.96083
D:\Simulator_Data\IMG\center_2019_03_29_23_51_44_835.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_44_835.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_44_835.jpg, 0, 1, 0, 11.06444
D:\Simulator_Data\IMG\center_2019_03_29_23_51_44_938.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_44_938.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_44_938.jpg, -0.1410782, 1, 0, 11.91273
D:\Simulator_Data\IMG\center_2019_03_29_23_51_45_040.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_45_040.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_45_040.jpg, -0.4354906, 1, 0, 13.07119
D:\Simulator_Data\IMG\center_2019_03_29_23_51_45_140.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_45_140.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_45_140.jpg, -0.3203198, 1, 0, 13.99275
D:\Simulator_Data\IMG\center_2019_03_29_23_51_45_241.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_45_241.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_45_241.jpg, -0.01581214, 1, 0, 15.27435
D:\Simulator_Data\IMG\center_2019_03_29_23_51_45_343.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_45_343.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_45_343.jpg, -0.2151804, 1, 0, 16.54869
D:\Simulator_Data\IMG\center_2019_03_29_23_51_45_449.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_45_449.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_45_449.jpg, -0.4719372, 1, 0, 17.46287
D:\Simulator_Data\IMG\center_2019_03_29_23_51_45_552.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_45_552.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_45_552.jpg, -0.1943748, 1, 0, 18.49212
D:\Simulator_Data\IMG\center_2019_03_29_23_51_45_654.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_45_654.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_45_654.jpg, 0, 1, 0, 19.52365
D:\Simulator_Data\IMG\center_2019_03_29_23_51_45_755.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_45_755.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_45_755.jpg, 0, 1, 0, 20.505
D:\Simulator_Data\IMG\center_2019_03_29_23_51_45_854.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_45_854.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_45_854.jpg, -0.2623554, 1, 0, 21.50554
D:\Simulator_Data\IMG\center_2019_03_29_23_51_45_957.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_45_957.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_45_957.jpg, -0.3921251, 1, 0, 22.37068
D:\Simulator_Data\IMG\center_2019_03_29_23_51_46_059.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_46_059.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_46_059.jpg, -0.09648564, 1, 0, 23.36376
D:\Simulator_Data\IMG\center_2019_03_29_23_51_46_161.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_46_161.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_46_161.jpg, 0, 1, 0, 24.51201
D:\Simulator_Data\IMG\center_2019_03_29_23_51_46_265.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_46_265.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_46_265.jpg, -0.1824333, 1, 0, 25.46435
D:\Simulator_Data\IMG\center_2019_03_29_23_51_46_366.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_46_366.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_46_366.jpg, -0.3110913, 1, 0, 26.33037
D:\Simulator_Data\IMG\center_2019_03_29_23_51_46_469.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_46_469.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_46_469.jpg, -0.01201109, 1, 0, 27.27164
D:\Simulator_Data\IMG\center_2019_03_29_23_51_46_572.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_46_572.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_46_572.jpg, 0, 1, 0, 28.1984
D:\Simulator_Data\IMG\center_2019_03_29_23_51_46_673.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_46_673.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_46_673.jpg, 0, 1, 0, 29.12216
D:\Simulator_Data\IMG\center_2019_03_29_23_51_46_774.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_46_774.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_46_774.jpg, -0.1941286, 1, 0, 30.02484
D:\Simulator_Data\IMG\center_2019_03_29_23_51_46_875.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_46_875.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_46_875.jpg, -0.4468478, 1, 0, 30.15204
D:\Simulator_Data\IMG\center_2019_03_29_23_51_46_977.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_46_977.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_46_977.jpg, -0.147467, 1, 0, 30.19253
D:\Simulator_Data\IMG\center_2019_03_29_23_51_47_080.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_47_080.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_47_080.jpg, 0, 1, 0, 30.18883
D:\Simulator_Data\IMG\center_2019_03_29_23_51_47_181.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_47_181.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_47_181.jpg, 0, 1, 0, 30.19014
D:\Simulator_Data\IMG\center_2019_03_29_23_51_47_283.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_47_283.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_47_283.jpg, -0.2530726, 1, 0, 30.17573
D:\Simulator_Data\IMG\center_2019_03_29_23_51_47_388.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_47_388.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_47_388.jpg, 0, 1, 0, 30.18942
D:\Simulator_Data\IMG\center_2019_03_29_23_51_47_489.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_47_489.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_47_489.jpg, 0, 1, 0, 30.18965
D:\Simulator_Data\IMG\center_2019_03_29_23_51_47_591.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_47_591.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_47_591.jpg, 0, 1, 0, 30.19033
D:\Simulator_Data\IMG\center_2019_03_29_23_51_47_691.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_47_691.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_47_691.jpg, -0.1702802, 1, 0, 30.18342
D:\Simulator_Data\IMG\center_2019_03_29_23_51_47_793.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_47_793.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_47_793.jpg, -0.4624374, 1, 0, 30.14716
D:\Simulator_Data\IMG\center_2019_03_29_23_51_47_896.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_47_896.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_47_896.jpg, -0.2195895, 1, 0, 30.19163
D:\Simulator_Data\IMG\center_2019_03_29_23_51_47_997.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_47_997.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_47_997.jpg, 0, 1, 0, 30.18683
D:\Simulator_Data\IMG\center_2019_03_29_23_51_48_097.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_48_097.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_48_097.jpg, 0, 1, 0, 30.18998
D:\Simulator_Data\IMG\center_2019_03_29_23_51_48_199.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_48_199.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_48_199.jpg, 0, 1, 0, 30.19028
D:\Simulator_Data\IMG\center_2019_03_29_23_51_48_302.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_48_302.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_48_302.jpg, -0.06406677, 1, 0, 30.19066
D:\Simulator_Data\IMG\center_2019_03_29_23_51_48_403.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_48_403.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_48_403.jpg, 0, 1, 0, 30.1902
D:\Simulator_Data\IMG\center_2019_03_29_23_51_48_504.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_48_504.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_48_504.jpg, 0, 1, 0, 30.19039
D:\Simulator_Data\IMG\center_2019_03_29_23_51_48_606.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_48_606.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_48_606.jpg, 0, 1, 0, 30.19033
D:\Simulator_Data\IMG\center_2019_03_29_23_51_48_707.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_48_707.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_48_707.jpg, -0.04527302, 1, 0, 30.18987
D:\Simulator_Data\IMG\center_2019_03_29_23_51_48_811.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_48_811.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_48_811.jpg, -0.3432694, 1, 0, 30.16251
D:\Simulator_Data\IMG\center_2019_03_29_23_51_48_912.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_48_912.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_48_912.jpg, -0.07200276, 1, 0, 30.19099
D:\Simulator_Data\IMG\center_2019_03_29_23_51_49_012.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_49_012.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_49_012.jpg, 0, 1, 0, 30.18978
D:\Simulator_Data\IMG\center_2019_03_29_23_51_49_115.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_49_115.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_49_115.jpg, 0, 1, 0, 30.19026
D:\Simulator_Data\IMG\center_2019_03_29_23_51_49_217.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_49_217.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_49_217.jpg, 0, 1, 0, 30.1903
D:\Simulator_Data\IMG\center_2019_03_29_23_51_49_320.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_49_320.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_49_320.jpg, -0.03997076, 1, 0, 30.1901
D:\Simulator_Data\IMG\center_2019_03_29_23_51_49_423.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_49_423.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_49_423.jpg, -0.1651825, 1, 0, 30.18759
D:\Simulator_Data\IMG\center_2019_03_29_23_51_49_527.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_49_527.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_49_527.jpg, 0, 1, 0, 30.18972
D:\Simulator_Data\IMG\center_2019_03_29_23_51_49_628.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_49_628.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_49_628.jpg, 0, 1, 0, 30.19019
D:\Simulator_Data\IMG\center_2019_03_29_23_51_49_731.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_49_731.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_49_731.jpg, 0, 1, 0, 30.19031
D:\Simulator_Data\IMG\center_2019_03_29_23_51_49_832.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_49_832.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_49_832.jpg, 0, 1, 0, 30.19029
D:\Simulator_Data\IMG\center_2019_03_29_23_51_49_933.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_49_933.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_49_933.jpg, -0.02102677, 1, 0, 30.19049
D:\Simulator_Data\IMG\center_2019_03_29_23_51_50_036.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_50_036.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_50_036.jpg, -0.2911804, 1, 0, 30.16973
D:\Simulator_Data\IMG\center_2019_03_29_23_51_50_136.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_50_136.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_50_136.jpg, 0, 1, 0, 30.18948
D:\Simulator_Data\IMG\center_2019_03_29_23_51_50_240.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_50_240.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_50_240.jpg, 0, 1, 0, 30.1901
D:\Simulator_Data\IMG\center_2019_03_29_23_51_50_342.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_50_342.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_50_342.jpg, 0, 1, 0, 30.19027
D:\Simulator_Data\IMG\center_2019_03_29_23_51_50_444.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_50_444.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_50_444.jpg, -0.0520278, 1, 0, 30.18978
D:\Simulator_Data\IMG\center_2019_03_29_23_51_50_544.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_50_544.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_50_544.jpg, -0.3520583, 1, 0, 30.16145
D:\Simulator_Data\IMG\center_2019_03_29_23_51_50_648.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_50_648.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_50_648.jpg, -0.06649597, 1, 0, 30.19114
D:\Simulator_Data\IMG\center_2019_03_29_23_51_50_751.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_50_751.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_50_751.jpg, 0, 1, 0, 30.18978
D:\Simulator_Data\IMG\center_2019_03_29_23_51_50_851.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_50_851.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_50_851.jpg, 0, 1, 0, 30.19016
D:\Simulator_Data\IMG\center_2019_03_29_23_51_50_955.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_50_955.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_50_955.jpg, 0, 1, 0, 30.19027
D:\Simulator_Data\IMG\center_2019_03_29_23_51_51_054.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_51_054.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_51_054.jpg, 0, 1, 0, 30.19067
D:\Simulator_Data\IMG\center_2019_03_29_23_51_51_160.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_51_160.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_51_160.jpg, -0.2297793, 1, 0, 30.17686
D:\Simulator_Data\IMG\center_2019_03_29_23_51_51_263.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_51_263.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_51_263.jpg, -0.06685492, 1, 0, 30.19107
D:\Simulator_Data\IMG\center_2019_03_29_23_51_51_367.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_51_367.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_51_367.jpg, 0, 1, 0, 30.18983
D:\Simulator_Data\IMG\center_2019_03_29_23_51_51_468.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_51_468.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_51_468.jpg, 0, 1, 0, 30.19024
D:\Simulator_Data\IMG\center_2019_03_29_23_51_51_571.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_51_571.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_51_571.jpg, -0.06955545, 1, 0, 30.18946
D:\Simulator_Data\IMG\center_2019_03_29_23_51_51_671.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_51_671.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_51_671.jpg, -0.2598399, 1, 0, 30.17482
D:\Simulator_Data\IMG\center_2019_03_29_23_51_51_772.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_51_772.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_51_772.jpg, 0, 1, 0, 30.18883
D:\Simulator_Data\IMG\center_2019_03_29_23_51_51_875.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_51_875.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_51_875.jpg, 0, 1, 0, 30.19017
D:\Simulator_Data\IMG\center_2019_03_29_23_51_51_976.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_51_976.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_51_976.jpg, 0, 1, 0, 30.19029
D:\Simulator_Data\IMG\center_2019_03_29_23_51_52_077.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_52_077.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_52_077.jpg, 0, 1, 0, 30.19034
D:\Simulator_Data\IMG\center_2019_03_29_23_51_52_181.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_52_181.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_52_181.jpg, 0, 1, 0, 30.19031
D:\Simulator_Data\IMG\center_2019_03_29_23_51_52_282.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_52_282.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_52_282.jpg, -0.07054187, 1, 0, 30.18912
D:\Simulator_Data\IMG\center_2019_03_29_23_51_52_384.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_52_384.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_52_384.jpg, -0.3295456, 1, 0, 30.16509
D:\Simulator_Data\IMG\center_2019_03_29_23_51_52_487.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_52_487.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_52_487.jpg, -0.03388946, 1, 0, 30.19023
D:\Simulator_Data\IMG\center_2019_03_29_23_51_52_588.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_52_588.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_52_588.jpg, 0, 1, 0, 30.18985
D:\Simulator_Data\IMG\center_2019_03_29_23_51_52_688.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_52_688.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_52_688.jpg, 0, 1, 0, 30.19024
D:\Simulator_Data\IMG\center_2019_03_29_23_51_52_789.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_52_789.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_52_789.jpg, 0, 1, 0, 30.19013
D:\Simulator_Data\IMG\center_2019_03_29_23_51_52_890.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_52_890.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_52_890.jpg, -0.2159791, 1, 0, 30.17816
D:\Simulator_Data\IMG\center_2019_03_29_23_51_52_990.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_52_990.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_52_990.jpg, -0.1092244, 1, 0, 30.19109
D:\Simulator_Data\IMG\center_2019_03_29_23_51_53_090.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_53_090.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_53_090.jpg, 0, 1, 0, 30.18972
D:\Simulator_Data\IMG\center_2019_03_29_23_51_53_192.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_53_192.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_53_192.jpg, 0, 1, 0, 30.19023
D:\Simulator_Data\IMG\center_2019_03_29_23_51_53_295.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_53_295.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_53_295.jpg, 0, 1, 0, 30.1903
D:\Simulator_Data\IMG\center_2019_03_29_23_51_53_395.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_53_395.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_53_395.jpg, 0, 1, 0, 30.1903
D:\Simulator_Data\IMG\center_2019_03_29_23_51_53_498.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_53_498.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_53_498.jpg, -0.09781699, 1, 0, 30.18798
D:\Simulator_Data\IMG\center_2019_03_29_23_51_53_600.jpg, D:\Simulator_Data\IMG\left_2019_03_29_23_51_53_600.jpg, D:\Simulator_Data\IMG\right_2019_03_29_23_51_53_600.jpg, -0.2156882, 1, 0, 30.18233
